5	5	0	0
5	10	0	0
5	15	0.022	11
5	20	0.002	1
5	25	0.116	58
5	30	0.852	426
5	35	0.298	149
5	40	0.664	332
5	45	0.624	312
10	5	0	0
10	10	0	0
10	15	0	0
10	20	0.002	1
10	25	0.13	65
10	30	0.146	73
10	35	0.478	239
10	40	0.094	47
10	45	0.064	32
15	5	0	0
15	10	0	0
15	15	0	0
15	20	0	0
15	25	0.01	5
15	30	0.176	88
15	35	0.34	170
15	40	0.032	16
15	45	0.026	13
20	5	0	0
20	10	0	0
20	15	0	0
20	20	0	0
20	25	0	0
20	30	0.012	6
20	35	0.188	94
20	40	0.056	28
20	45	0.014	7
25	5	0	0
25	10	0	0
25	15	0	0
25	20	0	0
25	25	0	0
25	30	0	0
25	35	0.004	2
25	40	0.124	62
25	45	0.02	10
30	5	0	0
30	10	0	0
30	15	0	0
30	20	0	0
30	25	0	0
30	30	0	0
30	35	0	0
30	40	0.164	82
30	45	0.06	30
35	5	0	0
35	10	0	0
35	15	0	0
35	20	0	0
35	25	0	0
35	30	0	0
35	35	0	0
35	40	0.134	67
35	45	0.104	52
40	5	0	0
40	10	0	0
40	15	0	0
40	20	0	0
40	25	0	0
40	30	0	0
40	35	0	0
40	40	0.108	54
40	45	0.082	41
45	5	0	0
45	10	0	0
45	15	0	0
45	20	0	0
45	25	0	0
45	30	0	0
45	35	0	0
45	40	0.122	61
45	45	0.09	45
