5	5	0	0
5	10	0	0
5	15	0	0
5	20	0	0
5	25	0	0
5	30	0	0
5	35	0	0
5	40	0	0
5	45	0.002	1
10	5	0	0
10	10	0	0
10	15	0	0
10	20	0	0
10	25	0	0
10	30	0	0
10	35	0	0
10	40	0	0
10	45	0	0
15	5	0	0
15	10	0	0
15	15	0	0
15	20	0	0
15	25	0	0
15	30	0	0
15	35	0	0
15	40	0	0
15	45	0.004	2
20	5	0.27	135
20	10	0.006	3
20	15	0	0
20	20	0	0
20	25	0	0
20	30	0	0
20	35	0	0
20	40	0	0
20	45	0	0
25	5	0.648	324
25	10	0.002	1
25	15	0.002	1
25	20	0	0
25	25	0	0
25	30	0	0
25	35	0	0
25	40	0	0
25	45	0.002	1
30	5	0.702	351
30	10	0.204	102
30	15	0.028	14
30	20	0.006	3
30	25	0	0
30	30	0	0
30	35	0	0
30	40	0	0
30	45	0	0
35	5	0.82	410
35	10	0.47	235
35	15	0.084	42
35	20	0.348	174
35	25	0.142	71
35	30	0.002	1
35	35	0	0
35	40	0	0
35	45	0.004	2
40	5	0.522	261
40	10	0.374	187
40	15	0.638	319
40	20	0.142	71
40	25	0.02	10
40	30	0.01	5
40	35	0.006	3
40	40	0	0
40	45	0.008	4
45	5	0.938	469
45	10	0.36	180
45	15	0.346	173
45	20	0.516	258
45	25	0.462	231
45	30	0.37	185
45	35	0.552	276
45	40	0.432	216
45	45	0.062	31
