5	5	0	0
5	10	0	0
5	20	0	0
5	30	0	0
5	40	0	0
5	50	0.004	2
5	80	0.148	74
5	110	0.13	65
5	140	0.494	247
5	200	1	500
10	5	0	0
10	10	0	0
10	20	0	0
10	30	0	0
10	40	0	0
10	50	0.016	8
10	80	0.086	43
10	110	0.148	74
10	140	0.374	187
10	200	1	500
20	5	0.02	10
20	10	0.002	1
20	20	0	0
20	30	0	0
20	40	0	0
20	50	0	0
20	80	0.274	137
20	110	0.184	92
20	140	0.554	277
20	200	1	500
30	5	0.628	314
30	10	0.306	153
30	20	0.002	1
30	30	0	0
30	40	0	0
30	50	0.014	7
30	80	0.19	95
30	110	0.438	219
30	140	0.396	198
30	200	1	500
40	5	0.272	136
40	10	0.092	46
40	20	0.078	39
40	30	0.004	2
40	40	0.004	2
40	50	0.024	12
40	80	0.002	1
40	110	0.384	192
40	140	0.342	171
40	200	1	500
50	5	0.36	180
50	10	0.862	431
50	20	0.602	301
50	30	0.128	64
50	40	0.502	251
50	50	0.198	99
50	80	0.18	90
50	110	0.686	343
50	140	0.232	116
50	200	1	500
60	5	0.512	256
60	10	0.884	442
60	20	0.638	319
60	30	0.578	289
60	40	0.396	198
60	50	0.318	159
60	80	0.078	39
60	110	0.212	106
60	140	0.088	44
60	200	1	500
