station,datetime,lat [degrees],lon [degrees],temp_2m [degF],temp_9m [degF],solar_insolation [W/m^2],rh [%],pressure [mbar],avg_wind_speed [mph],max_wind_speed [mph],wind_direction [degree],soil_temp_5cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],precip_5min [inch],precip_est [inch],precip_edt [inch]
CSQR,20161201T000000,43.32613,-76.10445,50.0,50.1,0,94.2,978.5,2.1,4.2,11.5,,,,0.03,0.23,0.11
CSQR,20161201T000500,43.32613,-76.10445,49.9,49.9,0,94.4,978.8,5.5,10.3,290.9,,,,0.03,0.03,0.14
CSQR,20161201T001000,43.32613,-76.10445,49.6,49.5,0,95.5,979.0,6.1,8.4,298.5,,,,0.03,0.06,0.16
CSQR,20161201T001500,43.32613,-76.10445,49.5,49.5,0,96.5,979.9,9.2,12.4,274.2,,,,0.06,0.11,0.22
CSQR,20161201T002000,43.32613,-76.10445,49.6,49.6,0,96.8,980.1,7.4,10.7,276.1,,,,0.06,0.17,0.28
CSQR,20161201T002500,43.32613,-76.10445,49.6,49.5,0,96.9,979.6,2.0,3.8,6.2,,,,0.05,0.22,0.33
CSQR,20161201T003000,43.32613,-76.10445,49.3,49.3,0,97.1,979.3,4.0,5.8,73.5,,,,0.05,0.27,0.38
CSQR,20161201T003500,43.32613,-76.10445,49.2,49.3,0,97.4,979.4,5.2,15.3,154.3,,,,0.05,0.31,0.42
CSQR,20161201T004000,43.32613,-76.10445,50.4,50.7,0,96.0,980.1,18.6,30.5,252.3,,,,0.06,0.37,0.48
CSQR,20161201T004500,43.32613,-76.10445,50.3,50.4,0,90.2,980.2,17.2,25.3,270.2,,,,0.03,0.4,0.5
CSQR,20161201T005000,43.32613,-76.10445,49.8,49.8,0,91.1,980.3,13.6,21.6,284.6,,,,0.02,0.41,0.52
CSQR,20161201T005500,43.32613,-76.10445,49.7,49.7,0,91.6,980.5,11.7,18.7,291.6,,,,0.02,0.43,0.54
CSQR,20161201T010000,43.32613,-76.10445,49.6,49.6,0,92.2,980.8,13.0,19.6,291.0,,,,0.02,0.45,0.56
CSQR,20161201T010500,43.32613,-76.10445,49.7,49.6,0,91.8,981.0,11.1,18.7,294.3,,,,0.01,0.46,0.57
CSQR,20161201T011000,43.32613,-76.10445,49.6,49.6,0,91.8,981.3,14.7,22.1,291.4,,,,0.01,0.47,0.58
CSQR,20161201T011500,43.32613,-76.10445,49.4,49.5,0,92.1,981.6,12.0,17.2,281.6,,,,0.0,0.47,0.58
CSQR,20161201T012000,43.32613,-76.10445,49.3,49.3,0,90.6,981.8,16.6,28.3,284.2,,,,0.01,0.48,0.59
CSQR,20161201T012500,43.32613,-76.10445,48.9,48.9,0,90.9,982.2,13.2,22.4,282.2,,,,0.01,0.49,0.6
CSQR,20161201T013000,43.32613,-76.10445,48.7,48.7,0,91.2,982.5,14.1,21.9,278.7,,,,0.01,0.5,0.61
CSQR,20161201T013500,43.32613,-76.10445,48.5,48.5,0,91.1,982.6,13.5,23.4,283.3,,,,0.01,0.51,0.62
CSQR,20161201T014000,43.32613,-76.10445,48.4,48.4,0,90.3,982.5,13.0,20.8,277.6,,,,0.01,0.52,0.63
CSQR,20161201T014500,43.32613,-76.10445,48.1,48.2,0,91.0,982.6,9.5,19.4,275.0,,,,0.01,0.53,0.64
CSQR,20161201T015000,43.32613,-76.10445,48.0,48.0,0,91.5,982.5,9.1,14.6,280.7,,,,0.01,0.54,0.65
CSQR,20161201T015500,43.32613,-76.10445,47.8,47.8,0,91.8,982.4,9.0,12.2,274.1,,,,0.01,0.56,0.67
CSQR,20161201T020000,43.32613,-76.10445,47.7,47.7,0,92.0,982.6,8.1,13.2,269.4,,,,0.01,0.57,0.68
CSQR,20161201T020500,43.32613,-76.10445,47.5,47.5,0,92.9,982.7,5.1,8.8,261.7,,,,0.01,0.58,0.69
CSQR,20161201T021000,43.32613,-76.10445,47.4,47.5,0,92.6,982.7,4.5,7.2,248.3,,,,0.01,0.59,0.7
CSQR,20161201T021500,43.32613,-76.10445,47.4,47.4,0,92.3,982.5,3.6,6.6,246.2,,,,0.0,0.59,0.7
CSQR,20161201T022000,43.32613,-76.10445,47.3,47.3,0,92.5,982.3,2.5,5.0,225.4,,,,0.0,0.6,0.7
