station,datetime,lat [degrees],lon [degrees],temp_2m [degF],temp_9m [degF],solar_insolation [W/m^2],rh [%],pressure [mbar],avg_wind_speed [mph],max_wind_speed [mph],wind_direction [degree],soil_temp_5cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],precip_5min [inch],precip_est [inch],precip_edt [inch]
SPRA,20161201T000000,42.86976,-74.50998,47.8,48.0,0,89.3,976.1,11.9,21.0,105.9,43.7,42.4,43.5,0.01,0.13,0.07
SPRA,20161201T000500,42.86976,-74.50998,47.6,47.8,0,90.0,975.1,14.8,23.5,100.8,43.7,42.4,43.5,0.01,0.01,0.08
SPRA,20161201T001000,42.86976,-74.50998,47.7,47.8,0,89.5,974.9,13.8,23.5,105.5,43.7,42.4,43.5,0.01,0.02,0.09
SPRA,20161201T001500,42.86976,-74.50998,47.8,47.9,0,88.9,975.0,12.0,23.7,112.8,43.7,42.4,43.5,0.01,0.02,0.09
SPRA,20161201T002000,42.86976,-74.50998,47.8,47.9,0,88.5,974.8,11.9,21.1,110.5,43.7,42.4,43.5,0.0,0.02,0.09
SPRA,20161201T002500,42.86976,-74.50998,47.7,47.9,0,88.2,974.5,12.2,22.7,112.9,43.7,42.4,43.5,0.0,0.02,0.09
SPRA,20161201T003000,42.86976,-74.50998,47.7,47.8,0,88.0,974.2,11.9,20.2,102.2,43.7,42.4,43.5,0.0,0.02,0.09
SPRA,20161201T003500,42.86976,-74.50998,47.7,47.9,0,87.5,973.9,14.3,25.4,103.0,43.7,42.4,43.5,0.0,0.02,0.09
SPRA,20161201T004000,42.86976,-74.50998,47.8,48.0,0,87.3,973.8,14.3,27.3,92.7,43.7,42.4,43.5,0.0,0.02,0.09
SPRA,20161201T004500,42.86976,-74.50998,47.7,47.9,0,87.5,973.7,10.8,21.6,100.8,43.7,42.4,43.5,0.0,0.03,0.1
SPRA,20161201T005000,42.86976,-74.50998,47.5,47.8,0,88.5,973.6,9.7,15.4,95.0,43.7,42.5,43.5,0.0,0.03,0.1
SPRA,20161201T005500,42.86976,-74.50998,47.6,47.8,0,88.6,973.7,9.7,16.8,96.1,43.7,42.5,43.5,0.0,0.03,0.1
SPRA,20161201T010000,42.86976,-74.50998,47.5,47.7,0,89.1,973.7,8.1,11.8,91.5,43.7,42.5,43.5,0.0,0.03,0.1
SPRA,20161201T010500,42.86976,-74.50998,47.5,47.7,0,89.0,973.9,7.8,13.5,103.7,43.7,42.5,43.5,0.0,0.03,0.1
SPRA,20161201T011000,42.86976,-74.50998,47.2,47.5,0,89.9,973.7,7.8,11.5,87.7,43.7,42.5,43.5,0.01,0.04,0.11
SPRA,20161201T011500,42.86976,-74.50998,47.2,47.4,0,90.3,973.7,7.1,10.9,94.2,43.7,42.6,43.5,0.01,0.05,0.12
SPRA,20161201T012000,42.86976,-74.50998,47.1,47.4,0,90.5,973.6,7.3,12.0,96.0,43.7,42.6,43.5,0.0,0.05,0.12
SPRA,20161201T012500,42.86976,-74.50998,47.3,47.5,0,90.1,973.7,8.1,13.0,102.5,43.7,42.6,43.5,0.01,0.06,0.13
SPRA,20161201T013000,42.86976,-74.50998,47.3,47.4,0,89.7,973.5,9.4,17.5,112.1,43.7,42.6,43.5,0.0,0.06,0.13
SPRA,20161201T013500,42.86976,-74.50998,47.4,47.6,0,88.6,973.5,8.9,18.3,117.2,43.7,42.6,43.5,0.0,0.06,0.13
SPRA,20161201T014000,42.86976,-74.50998,47.3,47.5,0,88.9,973.2,10.2,15.3,115.9,43.7,42.6,43.5,0.01,0.07,0.13
SPRA,20161201T014500,42.86976,-74.50998,47.1,47.2,0,89.5,973.1,9.1,13.8,117.2,43.7,42.6,43.5,0.01,0.08,0.15
SPRA,20161201T015000,42.86976,-74.50998,47.1,47.2,0,90.0,972.9,10.5,16.9,119.8,43.7,42.6,43.5,0.0,0.08,0.15
SPRA,20161201T015500,42.86976,-74.50998,47.0,47.1,0,90.3,972.7,10.0,19.8,116.6,43.7,42.6,43.5,0.0,0.08,0.15
SPRA,20161201T020000,42.86976,-74.50998,47.0,47.1,0,90.1,972.5,8.7,18.4,114.0,43.7,42.6,43.5,0.0,0.08,0.15
SPRA,20161201T020500,42.86976,-74.50998,47.0,47.1,0,90.0,972.4,8.7,16.4,110.0,43.7,42.6,43.5,0.0,0.08,0.15
