station,datetime,lat [degrees],lon [degrees],temp_2m [degF],temp_9m [degF],solar_insolation [W/m^2],rh [%],pressure [mbar],avg_wind_speed [mph],max_wind_speed [mph],wind_direction [degree],soil_temp_5cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],precip_5min [inch],precip_est [inch],precip_edt [inch]
STEP,20160901T000000,42.5262,-73.35906,65.8,66.0,0,97.9,978.5,0.6,1.2,9.4,68.1,68.5,66.8,0.0,0.0,0.0
STEP,20160901T000500,42.5262,-73.35906,65.7,66.0,0,97.8,978.4,1.4,2.0,164.2,68.0,68.5,66.7,0.0,0.0,0.0
STEP,20160901T001000,42.5262,-73.35906,65.7,65.9,0,97.7,978.4,0.2,0.7,189.8,68.0,68.4,66.7,0.0,0.0,0.0
STEP,20160901T001500,42.5262,-73.35906,65.7,65.8,0,97.7,978.3,0.4,0.9,288.0,68.0,68.5,66.7,0.0,0.0,0.0
STEP,20160901T002000,42.5262,-73.35906,65.6,65.9,0,97.8,978.3,1.0,1.6,320.7,68.0,68.5,66.7,0.0,0.0,0.0
STEP,20160901T002500,42.5262,-73.35906,65.6,65.9,0,97.9,978.4,2.1,2.6,2.4,68.1,68.5,66.7,0.0,0.0,0.0
STEP,20160901T003000,42.5262,-73.35906,65.6,65.9,0,98.0,978.3,2.0,2.5,43.1,68.0,68.5,66.7,0.0,0.0,0.0
STEP,20160901T003500,42.5262,-73.35906,65.5,65.9,0,98.0,978.3,1.5,2.0,115.3,68.0,68.5,66.7,0.0,0.0,0.0
STEP,20160901T004000,42.5262,-73.35906,65.3,65.7,0,97.8,978.2,1.9,2.3,146.9,68.0,68.5,66.7,0.0,0.0,0.0
STEP,20160901T004500,42.5262,-73.35906,65.2,65.7,0,97.8,978.1,1.3,1.8,156.7,68.0,68.5,66.7,0.0,0.0,0.0
STEP,20160901T005000,42.5262,-73.35906,65.1,65.7,0,97.9,978.0,0.6,1.3,206.8,68.0,68.5,66.7,0.0,0.0,0.0
STEP,20160901T005500,42.5262,-73.35906,64.9,65.5,0,97.9,978.1,1.9,2.3,311.7,68.0,68.5,66.8,0.0,0.0,0.0
STEP,20160901T010000,42.5262,-73.35906,64.8,65.4,0,97.9,978.0,1.0,1.9,326.9,68.0,68.5,66.7,0.0,0.0,0.0
STEP,20160901T010500,42.5262,-73.35906,64.7,65.2,0,98.1,978.0,0.7,2.0,31.3,68.0,68.5,66.7,0.0,0.0,0.0
STEP,20160901T011000,42.5262,-73.35906,64.7,65.1,0,98.1,978.0,2.3,3.1,31.4,67.9,68.5,66.7,0.0,0.0,0.0
STEP,20160901T011500,42.5262,-73.35906,64.7,65.3,0,98.2,977.9,2.2,3.0,55.5,67.9,68.5,66.7,0.0,0.0,0.0
STEP,20160901T012000,42.5262,-73.35906,64.6,65.3,0,98.2,978.0,1.2,1.7,16.6,67.9,68.4,66.8,0.0,0.0,0.0
STEP,20160901T012500,42.5262,-73.35906,64.5,65.2,0,98.3,977.9,2.3,2.9,4.5,67.9,68.4,66.7,0.0,0.0,0.0
STEP,20160901T013000,42.5262,-73.35906,64.5,65.2,0,98.3,977.9,1.6,2.5,8.6,67.8,68.5,66.7,0.0,0.0,0.0
STEP,20160901T013500,42.5262,-73.35906,64.5,65.1,0,98.4,977.8,1.4,1.8,37.4,67.9,68.5,66.8,0.0,0.0,0.0
STEP,20160901T014000,42.5262,-73.35906,64.5,65.3,0,98.4,977.8,0.3,1.2,42.8,67.8,68.5,66.7,0.0,0.0,0.0
STEP,20160901T014500,42.5262,-73.35906,64.2,64.8,0,98.3,977.7,0.7,1.7,163.9,67.9,68.4,66.8,0.0,0.0,0.0
