station,datetime,lat [degrees],lon [degrees],temp_2m [degF],temp_9m [degF],solar_insolation [W/m^2],rh [%],pressure [mbar],avg_wind_speed [mph],max_wind_speed [mph],wind_direction [degree],soil_temp_5cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],precip_5min [inch],precip_est [inch],precip_edt [inch]
WATE,20170301T000000,42.87966,-76.81255,53.9,54.7,0,61.6,991.5,10.6,13.6,167.1,,,,0.0,0.0,0.0
WATE,20170301T000500,42.87966,-76.81255,53.9,54.6,0,61.8,991.5,10.1,12.6,166.6,,,,0.0,0.0,0.0
WATE,20170301T001000,42.87966,-76.81255,53.7,54.5,0,62.5,991.5,10.6,14.4,167.1,,,,0.0,0.0,0.0
WATE,20170301T001500,42.87966,-76.81255,53.8,54.5,0,62.5,991.4,9.8,12.7,161.6,,,,0.0,0.0,0.0
WATE,20170301T002000,42.87966,-76.81255,53.5,54.2,0,63.5,991.4,8.5,12.3,166.6,,,,0.0,0.0,0.0
WATE,20170301T002500,42.87966,-76.81255,53.3,54.2,0,64.2,991.3,8.5,11.6,165.4,,,,0.0,0.0,0.0
WATE,20170301T003000,42.87966,-76.81255,53.1,54.0,0,65.2,991.2,9.0,11.8,160.9,,,,0.0,0.0,0.0
WATE,20170301T003500,42.87966,-76.81255,53.3,54.2,0,65.3,991.1,8.7,11.8,161.1,,,,0.0,0.0,0.0
WATE,20170301T004000,42.87966,-76.81255,53.2,54.1,0,65.8,991.0,7.8,12.8,166.9,,,,0.0,0.0,0.0
WATE,20170301T004500,42.87966,-76.81255,53.7,54.4,0,65.2,990.8,10.6,14.8,165.4,,,,0.0,0.0,0.0
WATE,20170301T005000,42.87966,-76.81255,53.7,54.4,0,65.1,990.6,11.4,18.0,161.9,,,,0.0,0.0,0.0
WATE,20170301T005500,42.87966,-76.81255,54.0,54.6,0,65.1,990.5,12.5,19.8,165.4,,,,0.0,0.0,0.0
WATE,20170301T010000,42.87966,-76.81255,54.1,54.7,0,64.9,990.3,12.8,18.1,164.9,,,,0.0,0.0,0.0
